,Text,User
2356,"""Le soutien apporté par les Conservateurs à Marion Maréchal relevait de l’évidence..."" @causeur 

https://t.co/r5T655mVQ7",Causeur.fr
6163,"Le livre ne sera pas disponible en version numérique pour le moment, car étant donné les adversaires que nous avons, nous ne pouvons pas prendre ce risque. 

Ils ont déjà lancé 7000 ATTAQUES PIRATES (oui, oui) sur le site de notre éditeur @Magnus_editions.

Donc, dans un esprit…",Dora Moutot
11521,"Bourg-en-Bresse (01) : une femme violée dans les toilettes de la gare ; un migrant mineur isolé déjà connu des services interpellé
 https://t.co/6t75dm6EJi https://t.co/yzbMdLAhv8",Fdesouche.com est une revue de presse
11490,"Un lobby trans pro-migrants et pro-bloqueurs de puberté financé à coup de millions d'euros par la Commission européenne
 https://t.co/twq1zxrT0x https://t.co/mB4SglZ4u4",Fdesouche.com est une revue de presse
35700,"A midi #MidiNews @CNEWS 
- #policiers #rassemblement: Des bleus à l’âme
- #natalite La fatigue démographique de la France
- #emeutes L’explication d’E.Macron suscite le mécontentement de commerçants 
- #Stanislas #ecole L’excellence ciblée? 
- #KateMiddleton Rumeurs /spéculations",Mabrouk Sonia
15008,"🎥 « Plus de 70 personnes qui ont été interpellées pour être rentrées dans #Rungis et on parlait, peut être, d’une porte abîmée… ». Les agriculteurs lot-et-garonnais n’ont pas à être traités comme des voyous ! https://t.co/cDKDtQTk8n",Hélène Laporte
21122,Retrouvez-moi ce mercredi 17 janvier sur @CNEWS de 12h00 à 14h00 pour commenter l'actualité autour de @SoMabrouk et de ses autres invités. #MidiNews https://t.co/yICiaOG0s8,Kevin Bossuet
11890,"Lors de la dernière élection, j’ai été attaqué par M. Peltier, qui affirmait que parce que j’étais chrétien, j’étais plus dangereux pour le pays que le communautarisme islamique. Il est maintenant numéro 2 de @MarionMarechal. Les mensonges, la calomnie, la division, ça suffit. https://t.co/OH7XkVirBC",Fx Bellamy
1859,"Éblouissante réfutation par Mathieu Bock-Côté sur #CNews des initiatives et attaques d’Eric Piolle, maire EELV de Grenoble, contre les jours fériés issus des fêtes chrétiennes…et d’une tradition française multiséculaire.",Bruno Gollnisch
31704,Je serai ce soir invité sur @CNEWS dans l’Heure des Pros à 20h !,Pierre Gentillet
857,"Rarement vu autant de mépris dans une interview.

Cette femme se prend pourtant féministe mais pour elle, on hiérarchise la violence.",Alice Cordier
8791,"Cailin Johnstone (@caitoz) :

« Ce qui se passe à Gaza DEVRAIT vous radicaliser. C'est absolument nécessaire.  

En ce moment même, alors que sa propre criminalité atteint des sommets, la classe politico-médiatique occidentale s'inquiète avec de plus en plus d'insistance de voir…",Étienne Chouard
12305,Rendez-vous sur @CNEWS à 23h dans #SoirInfo,Gabrielle Cluzel
22662,Peuple gaulois pas vraiment de cet avis... https://t.co/g3ej9ZHMj5,Laurent Obertone
41713,Le dernier référendum a eu lieu en 1995. Cela fait presque 30 ans. J'avais 15 ans. Il ne t'a pas échappé que le Canada a beaucoup évolué depuis. Il ne t'a pas échappé que l'avenir du Québec français est compromis comme jamais dans le Canada. Il ne t'a pas échappé que le…,Mathieu Bock-Côté
10044,"Si #Macron perd les législatives suite à la #dissolution, la logique voudra qu’il démissionne ! 

#MacronDémission ! https://t.co/wv5JyH6qeW",Florian Philippot
26691,"Face à un acte aussi barbare, il faut traquer Mohamed Amra et ses complices comme des Kouachi et les arrêter, à tout prix, morts ou vifs. #Incarville https://t.co/Er4QqKJFMZ",Marion Maréchal
10082,"On apprend que #Zelensky viendra faire son cirque à l’Assemblée nationale vendredi, le lendemain des annonces guerrières de #Macron !
(cf : https://t.co/2ZykfOPCuA)

➡️ Les députés d’opposition dignes de ce nom doivent boycotter ce spectacle indigne ! 
Un spectacle qui va nous… https://t.co/rOZQFV1VLF",Florian Philippot
16163,"En ayant imposé depuis dimanche l'omerta sur les identités des terroristes ethniques de #Crepol, le pouvoir s'est comporté en protecteur médiatique du tueur (Chaïd Akabli) et de sa bande ""française"" enfin démasquée. Le poisson pourrit toujours par la tête. #DuBalai",Ivan Rioufol ن
21334,"« En France, beaucoup de #Juifs racontent que c'est à l'école qu'ils ont eu à subir le plus l'#antisémitisme. Ce sont les insultes, les humiliations ou encore les coups qui ont obligé ces derniers à quitter l'enseignement public pour aller dans le privé. C'est grave !» @CNEWS https://t.co/nq3P4Z8KhF",Kevin Bossuet
36351,"Dans l'administration pénitentiaire, il y aura un avant et un après #Incarville.

J'accompagnais aujourd'hui @MarionMarechal à la maison d’arrêt du Mans pour échanger avec les surveillants, toujours très choqués par le meurtre de deux de leurs collègues. https://t.co/5jdS7aBwG7",Stéphane Ravier
120,"Entretien croisé passionnant entre @montebourg et Gauchet à lire avant les Européennes. Où on comprend que la principale menace qui pèse sur la démocratie en Europe est interne : il s'agit du coup d'Etat des juges. 
https://t.co/m5dY8B41mm",Alexandre Devecchio
20269,Les JO sont dans 5 mois.,Julien Rochedy
8849,"𝗟𝗲 𝗽𝗼𝘂𝘃𝗼𝗶𝗿 𝗮𝗻𝘁𝗶𝘀𝗼𝗰𝗶𝗮𝗹 𝗱𝗲 𝗹’𝗮𝗿𝗴𝗲𝗻𝘁

(vidéo 2012 supprimée ou censurée)

https://t.co/juHcop0Hog

Cette vidéo importante ayant complètement disparu du web, je la republie ici, sur ma propre chaîne Youtube (sans les parties protégées par droit d'auteur).…",Étienne Chouard
4774,"Savez-vous déjà pour qui vous allez voter lors du premier tour des élections législatives ?
Votez ici ➡️ https://t.co/FRSLnXepLj https://t.co/waPGQnKOAd",CNEWS
23495,Le Paris glamour de la directrice artistique de Dior https://t.co/XUoO7fAKxG,Le JDD
43149,Retweetez/likez svp sans réfléchir.,Daniel Conversano
6375,"📺 Il faut se rendre à l’évidence : Emmanuel Macron n’a plus l’adhésion du pays.

Le Président ne peut plus gouverner contre le peuple.

Après une campagne désastreuse des Macronistes dans laquelle le gouvernement s’est pleinement engagé, il est urgent de revenir aux urnes ! https://t.co/Yo4kAortjv",Edwige Diaz Ⓜ️
7861,Conseil constitutionnel: la planète des Sages ✍️ https://t.co/XpmEEkqrE2,Elisabeth Lévy
13295,"Pendant ce temps , l’éditorialiste politique de sévices publics @franceinter à 7h30 n’a pas 1 mot sur l’antisémitisme du Parti Antisémite dans le Front Patibulaire. Une seule solution: La privatisation.",G-William Goldnadel
30961,"Les juges ont pris le pouvoir à #Bruxelles, au Conseil constitutionnel et au Conseil d'Etat. 
Si le pouvoir politique ne s'impose pas, par rapport à cet Etat de droit, tout ira de mal en pis parce que le pouvoir n’a plus le pouvoir. Plutôt que l’Etat de droit, il faut le droit de https://t.co/9HdbyYDDM6",Philippe de Villiers
39304,"On a besoin de main d'oeuvre sous-payée pour vider nos poubelles ? La gauche a une solution humaniste : faire venir des esclaves d'Afrique, bien sûr ! Quelle belle chose que l'immigration ♥️ Merci la gauche.",Vincent Lapierre
36098,https://t.co/siIYJ2yFZI,Stéphane Edouard
17211,"⚠️ TÉLÉSPECTATEURS VIGILANTS ⚠️

Bonjour @Arcom_fr,
Bonjour @romaistre,

Vous êtes enfin sortis de votre léthargie monolithique et venez de reconnaître que Patrick Cohen fait du militantisme politique déguisé en journaliste.

C’est un pas dans la bonne direction.

Mais pourquoi… https://t.co/JiKDPeC8Uj",Jean MESSIHA
17495,"Une nouvelle trahison (en plus d’un caprice personnel) de Macron pour qui la Nation n’a plus aucun sens.
Imposer aux athlètes un autre drapeau que celui pour lequel ils concourent est absolument scandaleux et contraire à l’esprit de l’olympisme🇫🇷  https://t.co/wJQDyyyNlR",Jean-Lin Lacapelle
39949,"Guy Drut chez LR-RN : les anti-Ciottistes, mélange instable menacé d'implosion - Par @BAUDRILLER
#LR #RN #Ciotti
Bernard Carayon dénonce chez les anti-Ciottistes « une jolie hypocrisie et un maquillage délicat ».
https://t.co/3brTXtQPh5",Boulevard Voltaire
39825,"🔥125 ANS DE L’AF⚜️

👉🏻 Dans les tourments de ""l’Affaire"", l’AF était créée par deux républicains patriotes: Maurice Pujo et Henri Vaugeois.

👑 C’est au contact de Maurras qu’ils formèrent une des écoles de pensée les plus influentes de leur temps et un mouvement toujours actif! https://t.co/zIAIypLHEi",Action Française
33712,"C’est le côté « vintage » de JL Melenchon, des pratiques qui rappellent le PCUS époque 1950, un fond d’air frais  avec au bout des cabanes dans les bois en Sibérie… #dissident",Régis Le Sommier
26503,"🇫🇷 Pour la défense de la triple frontière, de notre identité, de nos valeurs, du travail, de la souveraineté des nations, de la ruralité.
 
Dimanche 9 juin, un seul bulletin, celui de la France fière !

#VotezMarion https://t.co/JVov4yZFhU",Marion Maréchal
36280,"L'information que François-Xavier Bellamy voudrait cacher...

#LeDébat #VotezMarion https://t.co/AuM37KDqyC",Stéphane Ravier
31306,"🎙️Je serai demain en direct à 8h35 sur @radiocourtoisie pour réagir aux résultats des élections européennes et l’entrée de députés @Reconquete_off avec @MarionMarechal au Parlement européen.

Pour écouter en direct 👉 https://t.co/XkuYwjkisO https://t.co/IV1YtH6VOe",Philippe Vardon
6243,"Toute cette censure autour de notre livre démontre encore une fois ce qu'on dénonce dans le livre... Merci pour ce cirque! 
https://t.co/4JU1b4QzlD",Dora Moutot
14661,"Dans la charmante commune d’#Agnac afin d’échanger avec Monsieur le Maire, Guillaume Pouliquen, sur le projet de réhabilitation de l’ancienne discothèque « la Féria », et sur l’application de la loi #ZAN dans les communes rurales. https://t.co/1kjUM68CuY",Hélène Laporte
16718,"Le RN renie la notion de rémigration des étrangers indésirables en France.

À ce rythme, le RN devrait annoncer sous peu que l’immigration est une chance et une richesse pour la France. https://t.co/P9XC7aDanr",Jean MESSIHA
10517,"Grosse baffe ce soir pour #Ursula Von der Leyen qui doit renoncer à la nomination de copinage de son ami Markus Pieper : il devait prendre ses fonctions (largement fictives pour 20 000 euros par mois) demain ! (cf : https://t.co/ruE6SnmYUq). Il y avait un gros scandale !

Les… https://t.co/l9bjYWl2oS",Florian Philippot
8282,"Mathilde Panot fait confiance au Hamas. Donc non seulement elle reste toujours convaincue contre toutes les évidences que c’est l’armée israélienne qui a tiré sur un hôpital à Gaza mais elle continue à expliquer qu’il y a eu 500 morts, alors que le bilan de ce tir raté des…",Elisabeth Lévy
26372,"Insultes antisémites, violences contre des femmes parce que juives et qui venaient manifester leur soutien à celles qui sont encore entre les mains des bourreaux du Hamas. Le silence de la gauche ce soir en dit long sur son naufrage moral et politique. https://t.co/veOsw59rF9",Marine Le Pen
30923,"#Macron20h / On ne cherche pas à renverser la logique de guerre au profit de la logique de paix ! 
Emmanuel #Macron, Gabriel #Attal et Stéphane #Séjourné jouent à la guerre et démontrent aux Français qu'ils ne sont pas au niveau.
Effrayant.

🔴Voir l'émission complète : https://t.co/VgdVzhrADv",Philippe de Villiers
23549,"SONDAGE - 57 % des Français souhaitent la démission de Macron en cas de défaite aux législatives
https://t.co/rOeVufqLpQ",Le JDD
13053,"Ambiance de folie hier soir au grand meeting de Valérie Hayer ! ""Allez, allez !"" 🫣 https://t.co/e7YF3msSEV",Gilbert Collard
30978,"L’Union européenne, avec ses commissaires à la mondialisation, n'est pas sans rappeler l’Union soviétique avec ses commissaires à la collectivisation !
Si rien ne change, les productions des #agriculteurs français vont être remplacées par des productions mondiales ou de synthèse. https://t.co/HcCgpFBPBD",Philippe de Villiers
39071,"🔴 L’influence russe se développe en Libye ⤵️ 
https://t.co/YwLnNlPX9Q",Valeurs actuelles ن
32886,"⚜️ 14 mai 1643 : anniversaire de la mort du pieux Roi Louis XIII.
Louis XIII succède à son père, Henri IV, après son assassinat en 1610.
Son règne est souvent associé à la période de l'avènement de la monarchie absolue en France.
À cette époque, la France a été secouée par des https://t.co/jCzZPKUP9h",Radio Courtoisie
15997,"L’#IVG dans la Constitution reconnaît ""la liberté garantie à la femme"" d’y avoir recours. Or ce droit était acquis. Sa sacralisation s’imposera aux autres libertés qui permettaient aux religieux de critiquer l'acte et à des médecins de se prévaloir de leur conscience. Cette…",Ivan Rioufol ن
21765,#Crepol : l'enquête avance ! 🔽 https://t.co/bshkC8gWwh,🔥 LA FURIA 🔥❁
9465,"La CEF a annoncé avoir donné son autorisation à Mgr Matthieu Rougé de demander que l’église Notre-Dame-de-Boulogne soit élevée au rang de basilique. Cette église à l’histoire singulière est un lieu de pèlerinage méconnu.
https://t.co/E9ZuxF4KB3",Famille Chrétienne
37769,"🎥 [Le JT] Frappes en Russie : vers un nouveau cycle d’escalade ?

➡️ L'étrange accumulation de morts de personnalités politiques ☠️

Le JT à retrouver sur TVL 🔻
https://t.co/eXdAzfp0TR https://t.co/8UT4jSpDie",TVL
3333,"Les gosses tirent à l’arme automatique dans la rue, mais ils vont avoir peur des points en moins sur les notes à l’école, après leurs cours d’empathie…

Le niveau de déconnexion est exceptionnel.",Cercle Aristote
25295,"#Ludo : ""Derrière les mots « aidants » et « proches », on trouve en réalité, dans l’immense majorité des cas, des pères, des mères, des enfants et des vieux parents. Les « aidants » sont ainsi un nouveau mot pour parler de la famille.""
https://t.co/M26NP63ru1",Le Syndicat de la Famille
29926,"15% pour la coalition des 4 partis qui soutiennent le Pdt de la République, cela fait (compte tenu d’une abstention de 48% et des 3 à 4 millions de Français qui ne sont même pas inscrits), un soutien de 7 à 8% de notre peuple. Soit même pas 10% ! Dissolution ou Démission - ou",Paul-Marie Coûteaux
15293,"🎥 En commission @AN_AfEco ce matin, je suis intervenue en tant qu’oratrice du @groupeRN_off pour dénoncer les incohérences budgétaires du #PLF2024 sur l’agriculture et la sylviculture. ⤵️ https://t.co/tTU6aOyeaX",Hélène Laporte
30286,LA RUSSIE DIT HAUT LA TERRIBLE VÉRITÉ QUE PERSONNE NE VEUT DIRE https://t.co/MB9WILkSGa via @YouTube,Paul-Marie Coûteaux
11152,"Avant son Bataclan samedi, Yassine Belattar intime l'ordre à Mouloud Achour et Cyril Hanouna de mettre fin à leurs émissions sur Canal+ et C8, propriété du groupe Bolloré. Un message est également envoyé à Kylian Mbappé et à l'équipe de France... https://t.co/CH6xJ1RyXN",Fdesouche.com est une revue de presse
32720,"Bonjour à tous,

Dès 7h00, en direct, suivez votre matinale Ligne Droite avec Maud Koffler et l'équipe du matin.
Pour écouter : https://t.co/kUd3XTYOQn

Aujourd'hui lundi 10 juin 2024, émission spéciale élections européennes, programme ci-dessous :

https://t.co/tkkvAz5RTh https://t.co/Tcvwkx9ecS",Radio Courtoisie
37518,"👉 Sur France Inter ce matin, Gabriel Attal déclarait que le « bloc d'extrême droite a un projet de ruine économique d'un amateurisme sidérant ». #LegislativesAnticipées ⤵️ https://t.co/jo3G4u5VyS",TVL
36077,Pourquoi les femmes vivent plus longtemps :,Stéphane Edouard
19389,"L'immigration n’est pas un totem au service d’une stratégie électorale opportuniste. L'évoquer part de la conviction que la défense de notre pays et de notre peuple, de son identité et de son droit à la continuité historique, n’est pas négociable.

#EGI #VivementLe9Juin https://t.co/ztCNrfEoLh",Jordan Bardella
37893,"👉 Dans un monde parallèle, Emmanuel Macron dresse le bilan de l'« extrême droite » si elle avait été au pouvoir depuis 5 ans. https://t.co/q8ku3plRiC",TVL
10243,"Énorme ! 
« Poursuivez #Fauci en justice ! » vient de tweeter Elon #Musk !

Alors que des témoignages officiels, cette semaine au Congrès américain, ont démasqué l’immense mensonge qui a tenu 4 ans sur le financement américain des recherches en gains de fonction de virus… https://t.co/6XAL2ySnDe",Florian Philippot
16953,"⚠️ PLAINTE CONTRE JM APHATIE ⚠️

Mes avocats, Maîtres @pichon_frederic et @CabinetPandelon, ont saisi ce jour le tribunal judiciaire de Paris pour une plainte avec constitution de parties civiles à l’encontre du propagandiste wokiste déguisé en journaliste @jmaphatie.

D’autres… https://t.co/xmjFe5qD9y",Jean MESSIHA
17136,"« Il n’y a pas de féminisme sans les femmes trans », dixit @EnoraMofficiel parlant de #Transmania.

Dites, Madame Malagré, avez-vous partagé cette brillante analyse avec des athlètes féminines qui perdent toutes leurs compétitions face à des femmes trans, c’est-à-dire des hommes… https://t.co/cZ1F6LS3y5",Jean MESSIHA
39171,"🔴Une pour tous, chacun pour soi ⤵️ 

🗣️«Macron a pu faire ce qu’il aime par-dessus tout, revenir dans les derniers jours comme le sauveur de l’Europe ; Gabriel Attal a pu, lui, préparer la suite de son parcours sur le dos de notre meilleur atout européen.»https://t.co/JiqhZPYlJ8",Valeurs actuelles ن
11140,"Alexandre Avril (maire LR de Salbris) : ""Pourquoi les centre de migrants ne sont-ils pas mis prioritairement chez les maires qui soutiennent la politique migratoire du gouvernement ? ""
https://t.co/mqF6jRPJiF",Fdesouche.com est une revue de presse
23678,"Sondage législatives - Le RN largement en tête, suivi par la gauche et Renaissance https://t.co/PuU8d9a0qk",Le JDD
37783,"👉 Alors que des collaborateurs de Prisca Thevenot ont récemment démissionné et/ou dénoncé un comportement dégradant de la part du porte-parole du gouvernement, elle refuse de répondre aux questions de Mediapart à ce sujet.
https://t.co/WDxNROjs4L",TVL
32618,"🇫🇷 Neuilly-sur-Seine. La BRI interpelle six individus qui s’apprêtaient à séquestrer un richissime homme d’affaires

https://t.co/vPNQif2pgM",Police & Réalités
23899,"52 % des Français pour la dissolution de l'Assemblée en cas de défaite de la majorité aux européennes

🔗 Sondage CNEWS/Europe 1/JDD : https://t.co/P1oVxDBhNc https://t.co/SfBPfJdP81",Le JDD
14827,Très triste à l’annonce de cette terrible nouvelle. Je pense à sa mère et à son père qui vivent le pire en tant que parents 🕊️,Hélène Laporte
39764,"Nouvelle fabrique à tchoins ?

#Tchoinflation

https://t.co/cNyCeNTtqo",Thaïs d’Escufon
21140,"« Le fait qu'Amélie Oudéa-Castéra mette ses enfants dans le privé m'aurait gêné s'il y avait eu une distorsion entre le discours et cette information. Or, ce n'est pas le cas ! Gabriel Attal à l'EN a défendu le mérite, l'excellence, l'exigence et les groupes de niveau.» @CNEWS https://t.co/Lc5to8J6PI",Kevin Bossuet
39405,Ce va et vient d'ONG pose question. La régularité des traversées de la Méditerranée semble exclure l'hypothèse du sauvetage fortuit d'embarcations en détresse. Y aurait-il connivence avec les passeurs ?,Vincent Lapierre
30587,"Cette « performance » est un morceau d’anthologie. Merci, Herr Breton, d’avoir si opportunément ( et si mal ), parlé anglo-ricain. Comme tout est clair grâce à vous, et à votre étonnante aptitude au ridicule !",Paul-Marie Coûteaux
8601,"Votre médecin ne peut pas faire 10 pompes.

Et pourtant, vous continuez à leur faire confiance pour prendre soin de votre santé.

Voici 20 choses époustouflantes qu’ils ne veulent pas que vous sachiez sur le système de « soins aux malades » :",Étienne Chouard
24466,"Pfizer Gate : Premier succès pour les plaignants, les avocats de Pfizer et de von der Leyen en difficulté
https://t.co/A6IeDk0D5A

Florian Philippot a tenu un live sur sa chaîne YouTube pour revenir sur le premier volet du procès du Pfizer Gate qui s'est déroulé au tribunal de https://t.co/WFErf9VQnc",Le Média en 4-4-2
11852,"🎙️ Invité de @LaurenceFerrari dans la matinale de @CNEWS et @Europe1 ce mercredi 5 juin.

À suivre en direct à partir de 8h10
#AvecBellamy #Européennes2024 https://t.co/pc1HPVg1W5",Fx Bellamy
40768,Le journal @lequipe ferme les commentaires de tous les articles engagés à gauche pour ne surtout pas accepter la contradiction,Breizh-Info
11321,"Paris : une boutique Chanel attaquée à la voiture-bélier dans le centre de la capitale ; les braqueurs en fuite
 https://t.co/cFSTOEW3Sj https://t.co/LNNci5UeLx",Fdesouche.com est une revue de presse
39622,"Elle n’est ni spéciale, ni unique.

C’est votre affection pour elle qu’il l’a rendue ainsi à vos yeux, vos souvenirs, l’énergie que vous lui avez dédiée.

Quelle qualité avait-elle qu’aucune autre ne posséderait ?

AUCUNE.

Ne vous torturez pas à son égard.

Allez de l’avant. https://t.co/VWSMJKAQjf",Thaïs d’Escufon
40600,"🗞« On l'appelle Eurovision, et c'est somme toute un nom bien trouvé : c'est la vision de l’Europe. Une allégorie en musique de ce que nous sommes devenus. »

🖋 L’édito de @gabriellecluzel à lire en intégralité sur https://t.co/VwsDm40bJN https://t.co/AIfZgWyv2F",Boulevard Voltaire
11940,"Imposer 100% de véhicules électriques est une faute économique, sociale et même écologique. C’est la même idéologie qui a conduit à l’impasse antinucléaire.

Le rôle du politique est de fixer un cap clair, et de laisser l’industrie trouver les moyens pour l’atteindre.
#LEvenement https://t.co/doq0XeWEEl",Fx Bellamy
12301,"Il avait coutume de demander à ses invités ce qu’ils souhaitaient que Dieu leur dise en les accueillant là-haut. « Maintenant tu sais », avait répondu Mitterrand.
Maintenant, Bernard Pivot sait aussi. Qu’il repose en paix.",Gabrielle Cluzel
22932,"La Furia #10 est disponible ! 
Au menu, entre autres massacres : affaire Montjoi, ""journalisme"", ""faits divers"" et liberté d'expression mise à l'épreuve.",Laurent Obertone
22281,"« Dans cette guerre où la patrie joue son destin, la formation du Conseil de la Résistance, organe essentiel de la France qui combat, est un événement capital. »

En ce 27 mai, souvenons-nous du sacrifice de femmes et des hommes face à l’occupant nazi. #Toulon https://t.co/YyAJcTiwNj",Laure Lavalette
8397,"Je vous donne rendez-vous tout à l’heure à 17h30 avec Cyril Hanouna sur Europe 1. 

À tout à l’heure !

#MonVoteReconquête #legislatives2024 https://t.co/fFUdqKCioe",Eric Zemmour
21019,Retrouvez-moi ce mercredi 14 février sur @CNEWS de 12h00 à 14h00 pour commenter l'actualité. #MidiNews https://t.co/oNilLBdx4V,Kevin Bossuet
19057,"Le tout véhicule électrique va entraîner une hausse des factures, va accroître notre dépendance à l'égard des métaux rares de la Chine et va désorganiser les industriels.

Je milite pour l'abrogation de cette décision d'interdire le vente de véhicules thermiques à horizon 2035. https://t.co/Snh00PTr4f",Jordan Bardella
20326,"Plus ça va mal, plus ils accélèrent.",Julien Rochedy
39442,"Je me retrouve dans un RER bondé, sans clim, ralenti par toutes sortes d'événements, dont des intrusions sur la voie. C'est ça désormais la France. C'est notre pain quotidien. Des services publics chers, saturés, qui marchent de plus en plus mal. La France se tiers-mondise.",Vincent Lapierre
31810,"Le Figaro - à lire : Comment un projet de centre d’accueil pour demandeurs d’asile a «fracturé» un village de l’Indre.

Nouvel article sur notre combat à Bélâbre (36) contre l'installation d'un centre de migrants contre l'avis de la population.
https://t.co/IJj5quXUf9",Pierre Gentillet
43921,Up cm jan sunvayi,Cnews Varanasi
37110,"Demain 14 février 18h.
Grosse annonce, qui va en énerver plus d’un.
Soyez là 🔥",Tatiana Ventôse
26071,"Dans un mois exactement, les Français seront appelés aux urnes. J’appelle les Français et particulièrement les jeunes à se mobiliser et à aller voter.

Si la jeunesse vote, la jeunesse gagne ! 🇫🇷 https://t.co/NlPA7np0Rj",Marine Le Pen
20707,Un #FrontPopulaire avec des gens qui font monter depuis des mois l'antisémitisme ? Léon Blum va se retourner dans sa tombe ! #LFI a été trop loin ! Elle ne fait plus partie de l'arc républicain ! #LegislativesAnticipées,Kevin Bossuet
17812,"Si vous avez @franceinfo les tables de mortalité 2021 et 2022 par tranche d’âge et statut vaccinal, merci de les communiquer ( les datas existent, pourquoi ne pas les faire connaître ? )",Jean-Yves Le Gallou
9650,"L’évêque auxiliaire de Strasbourg depuis 2021 a renoncé à sa charge mercredi 14 février. Cette démission serait liée à des problèmes de santé et non aux affaires mettant en cause l’ancien supérieur des Missions étrangères de Paris, selon son diocèse.
https://t.co/XmSJRyZrh7",Famille Chrétienne
24255,"Élections européennes : une primaire pour éviter la dispersion des voix pro-Frexit
https://t.co/E0jiLXwIYI

Une initiative citoyenne a vu le jour pour organiser une primaire afin de choisir la liste qui aura le plus de chances d'atteindre les 5% nécessaires pour avoir des députés https://t.co/Ag3AMXR2tt",Le Média en 4-4-2
6310,"🇫🇷 Avec @guibert_olivier, nous avons célébré le 84ème anniversaire de l’Appel du #18Juin du Général De Gaulle. https://t.co/WySsYuiYW1",Edwige Diaz Ⓜ️
32953,"🎙️À 14h, c'est la rediffusion d'""Au fil des pages"" de Benoît Mancheron  
🗣️ ""Le cheval et moi""
👥Jean-Paul Chayriguès de Olmetta, journaliste, écrivain et président d’honneur du syndicat hippique national
👉https://t.co/KxxVtCiQlp  ou sur 📡FM 95.6 (paris) 
Et en libre accès https://t.co/YS3tLqvOAs",Radio Courtoisie
16936,"⚠️ MERCI ⚠️

Chers amis de Reconquête,

Je voudrais vous remercier tous, collectivement, pour les milliers de messages chaleureux que vous m’avez adressés cette semaine, suite à l’annonce de mon retour parmi vous.

Un grand merci aussi pour votre soutien face à l’adversité du… https://t.co/csvfSjLF35",Jean MESSIHA
10673,"Incroyable ! Les macronistes du Modem déposent un amendement à l’Assemblée nationale pour supprimer l’élection au suffrage universel du président de la République et la réserver à « un collège d’électeurs » composé des parlementaires, conseillers régionaux, etc.

Effacés les… https://t.co/CJXikWhijU",Florian Philippot
19325,"Le 9 juin, vous avez le pouvoir d’imposer des limites à une UE à la dérive, et des limites à un président de la République en roue libre. 

Seul le peuple de France peut mettre un coup d’arrêt à la politique du mépris érigée à la tête de l’État depuis 7 ans. #Lécluse https://t.co/ZAp3N0yXyx",Jordan Bardella
20767,« Ce n'est pas à une minorité d'activistes manipulant une jeunesse désoeuvrée de faire la pluie et le beau temps en #NouvelleCalédonie ! Il y a eu 3 référendums qui ont désavoué les indépendantistes. Ne cédons pas à la violence de ces derniers et faisons respecter la démocratie https://t.co/4XRR80SJsZ,Kevin Bossuet
26406,Ces chiffres glaçants révèlent la démission du pouvoir face à cette violence du quotidien. La sacralisation de l’intégrité physique des personnes exige de limiter les aménagements de peine aux condamnations inférieures ou égales à six mois ferme pour les atteintes aux personnes.,Marine Le Pen
7495,"Malaise TV : Oriane Mancini, la journaliste de Public Sénat difficile à regarder

Son orientation politique et son mépris de l’invité éclatent sur son visage et dans sa gestuelle, et sont décelables au premier regard.

Égalité et Réconciliation https://t.co/36LaOZLQm3",Dimitri Korias
43532,"Ne pas répondre aux questions sur l'Ukraine donne l'impression que Marion ne veut pas en parler. 
- Que faites-vous pour l'Ukraine ?
- Je voudrais d'abord parler de la situation en France.
Mais AUCUN rapport. 
Dans un cas on parle de l'armée, dans l'autre de police et de justice.",Daniel Conversano
17190,"Y a un truc que je pige pas.

Une proportion importante des musulmans de France est capable de se mobiliser massivement dans la rue pour soutenir Gaza et les Palestiniens. #SoutienRimaHassan 

Fort bien. #SoutienRima 

Mais pourquoi ce qu’on dit être une majorité des musulmans…",Jean MESSIHA
25935,"Toujours les mêmes manœuvres malhonnêtes. Il y a 5 ans déjà, la purge était envisagée pour après les élections européennes. 

5 ans après, ils recommencent ! 

Il faut que le 9 juin leur retire toute légitimité à le faire !",Marine Le Pen
8451,"Ce que nous défendons dans la civilisation européenne, ce que nous devons défendre à tout prix, comme si notre vie en dépendait, car notre vie en dépend, ce pour quoi nous allons voter dimanche, c’est le confort, c’est la douceur, la tranquillité et c’est la paix.… https://t.co/8JL7h2XWyl",Eric Zemmour
5093,Elections legislatives 2024 : quelles sont les origines et les idées du Front populaire de 1936 ? https://t.co/kAIfRWRhjh,CNEWS
25917,"Avec la proposition que je fais de réforme de Schengen, qui permettrait de limiter la libre circulation aux nationaux des pays concernés, si un pays a envie d'accueillir un million de migrants, il le pourra encore. Mais il ne pourra plus nous obliger à les accueillir. https://t.co/jXoYqhJjnq",Marine Le Pen
16969,"https://t.co/MyQnWZGCPg 

Y a un truc que je pige pas

Dans un entretien fleuve qu’il a accordé au Magazine Elle, Macron veut créer un « devoir de visite père ». 

En gros, il veut obliger les pères à voir leurs enfants même après un divorce ou une séparation.

« Un enfant qui ne…",Jean MESSIHA
13100,"Macron est arrivé en #NouvelleCalédonie et a appelé à un ""apaisement constructif"" : Macron, le roi du bla-bla ! 
https://t.co/gW0dd5iXnm",Gilbert Collard
11339,"Annonay (07). Un jeune homme tué par balle au pied d’un immeuble
 https://t.co/8BoMaJqzhH https://t.co/v51J4FKNyA",Fdesouche.com est une revue de presse
