,Text,User
23706,Italie : le parti de Georgia Meloni conforte sa première place à l'issue des européennes https://t.co/OhKf6Q4t56,Le JDD
4997,"Driss Ghali, sur les prochaines élections législatives : «Je trouve Jordan Bardella très triomphaliste alors qu’il n’y a toujours pas de doctrine d’union des droites», dans#180MinutesInfo https://t.co/X2sJ9SGVAG",CNEWS
31747,Retrouvez-moi ce soir à 20h dans l'Heure des Pros sur @CNEWS !,Pierre Gentillet
21074,"Éric Ciotti plaide pour un revenu net de 1500 euros pour les agriculteurs. N'importe quoi ! Si même la droite sombre dans l'assistanat, on ne va pas s'en sortir ! Les #agriculteurs veulent qu'on les laisse bosser, pas qu'on en fasse des assistés !",Kevin Bossuet
3236,"S’il fallait deux exemples (s’il en fallait encore) pour montrer que #Glucksman est un traitre, alors on ne pouvait pas trouver mieux que #Badinter et #Delors !

Ils sont (en grande partie) responsables de l’état actuel de la #France.",Cercle Aristote
15177,🔴 Des « écologistes » ont aspergé de peinture le sapin du marché de Noël de #Strasbourg. Un saccage bête et méchant qui ne sert en rien la planète ! https://t.co/HfhV4jMzP0,Hélène Laporte
6496,"Le Gouvernement est sauvé…

Pourquoi ? Parce que :
- @lesRepublicains n’ont voté aucune #MotionDeCensure.
- La NUPES n’a pas voté la motion du @groupeRN_off.

La seule opposition à Emmanuel Macron : c’est le @RNational_off !

#DimancheJeVoteBardella https://t.co/CNgI1xMmSm",Edwige Diaz Ⓜ️
23133,"Il a shooté dans la tête d'une gamine inconsciente. Il ne s'agit pas de ""violences"" mais d'une tentative de meurtre. Le pays grouille d'apprentis monstres laissés sciemment en liberté.",Laurent Obertone
25495,"""Chaque génération, sans doute, se croit vouée à refaire le monde. La mienne sait pourtant qu'elle ne le refera pas. Mais sa tâche est peut-être plus grande. Elle consiste à empêcher que le monde se défasse.""

25 avril 2024, le grand oral des candidats. 

📸@MaudPK 

@BVoltaire https://t.co/ptIyO1sf7t",Les Eveilleurs
10774,"#Macron veut-il sa guerre pour sauter par dessus l’obstacle du 3è mandat que la Constitution lui interdit ?!

C’est fort possible !

Ce genre de personnage est parfaitement capable de sacrifier tout un pays et tout un peuple pour sa personne et son orgueil ! 
Parfaitement… https://t.co/BKfNaWAAlp",Florian Philippot
26518,"Merci à tous les militants @Reconquete_off mobilisés dans cette dernière ligne droite. 
Chaque effort, chaque minute, chaque tract, chaque affiche, chaque Français convaincu sont décisifs pour le 9 juin ! 🇫🇷 #VotezMarion https://t.co/NaS0piNTPl",Marion Maréchal
27972,"Les #Cesars2024 furent la pire cérémonie jamais programmée depuis 1976. Une tribune politique, un tribunal féministe, un procès sans victimes mais avec tant d'accusés. Une ôde à la paix dans le monde, surtout à Gaza. Un cours magistral de géopolitique et de diplomatie de bac à",Maud Koffler
39334,Merci à tous mes contributeurs ! Je monte en puissance grâce à vous ♥️,Vincent Lapierre
39959,"Crack zone : dans le métro parisien, un autocollant indique les zones de deals - Par Sarah-Louise Guille
#crack #RATP
Ces autocollants montrant le logo de la RATP pipe de crack en bouche agace fortement la régie des transports parisiens.
https://t.co/U3snKXcmrL",Boulevard Voltaire
25876,"La situation de la France est trop grave pour prendre le risque de perdre  les énergies nationales sur des votes de témoignage. Donnez toute la force possible à votre bulletin de vote.

Plus que jamais, si le peuple vote, le peuple gagne ! https://t.co/yv6CH6BvrG",Marine Le Pen
2074,"Réunion de travail dans le bureau des pdt du conseil départemental Ben Issa Ousseni ,autour du projet #Mayotte pensé par sa collectivité. https://t.co/qfFt5Ujjka",Bruno Retailleau
38166,"📺 @f_philippot @_LesPatriotes sur CNEWS : « Je dois avoir une dévotion extraordinaire pour M. Macron ? Quand il convoque Mme von der Leyen avec le Président chinois, comme si nous étions forcément un pays sous tutelle de l'UE, il rabaisse lui-même la fonction présidentielle » https://t.co/P2UeJSKnLT",TVL
17519,Journal de bord de Jean-Marie Le Pen n°688 https://t.co/xxldIBasoM via @YouTube,Jean-Marie Le Pen
10758,"Soutenons nos militaires qui, de plus en plus fortement, font savoir qu’ils ne sont pas d’accord avec #MacronLeFou sur la guerre contre la Russie dans laquelle il nous entraîne ! (cf Canard Enchaîné, Marianne,…)

Pétition nationale de soutien à ces militaires français courageux… https://t.co/bzopXKUqLo",Florian Philippot
6246,"La Mairie de Paris se réjouit de la censure de l'affichage de notre livre TRANSMANIA. 

Qu'en est-il de la liberté d'expression et d'information en France ? 

Nous dénonçons des graves dérives et certains mettent tout en œuvre que ça n'arrive pas à vos oreilles.",Dora Moutot
10564,"Quelle honte !
Le gouvernement macroniste va faire massivement fabriquer les uniformes de l’armée et de la gendarmerie à l’étranger, au détriment d’une société française qui produit en France !
(cf : https://t.co/MKnuZrYbtU) ⤵️

« Fournisseur du ministère des Armées depuis 2011… https://t.co/fEgj2inFNb",Florian Philippot
20528,"Pourquoi chercher à enlever à Colombe sa dignité et la possibilité même d’exprimer des qualités de cœur ancrées en elle ? Quel est son crime ?
Comme tous les maires RN, j’ai été témoin du sectarisme, des discriminations pratiqués par la gauche contre lesquels je lutterai toujours",Julien Sanchez
27628,On se dit que c’est une blague ! Le. Conseiller en communication de Mme Hidalgo est tellement déconnecté du monde du réel  qu’il ne voit pas le grotesque du tweet. Mais c’est tout bonnement monstrueux 😃😂😂😂,Martial Bild
27109,"Ça marche quand même pas trop, cette histoire de République laïque https://t.co/albcfE2IAi",MARSAULT
16854,"Les demandes de tests ADN généalogiques explosent en France.

Nombreux sont ceux, nés sous X, qui ne peuvent se résoudre à vivre sans connaître leurs parents et sans savoir d’où ils viennent.

Qu’en pensent les fanas de la PMA sans père et autre GPA ?

https://t.co/H1oUKeg6lJ",Jean MESSIHA
1751,"Annie Duperey débarquée sans ménagement de sa fonction de marraine bénévole, durant des décennies, de l’association « SOS Villages d’enfants »
Son crime ? Avoir osé un très timide questionnement des accusations de l’actrice Judith Godrèche qui porte plainte pour viol contre un…",Bruno Gollnisch
3053,"La dame #Hayer a encore frappé : il n’y a pas de lien tout en ayant un lien sans faire de lien…

On peut encore l’inscrire au rameur pour les #JO2024 ?",Cercle Aristote
36962,"Accord LFI-PS : ""Je suis très réservé sur le contenu. Les candidats LFI n'ont cessé de critiquer leur partenaire Raphaël Glucksmann. Ce sont des comportements inacceptables"" pour @JoffrinLaurent #GrandMatin

https://t.co/y3CsXZm7vt https://t.co/5gwdab6Eh7",Sud Radio
11030,"Nord. Une candidate ""féministe"" se présente au nom des valeurs du ""front populaire"" contre A. Quatennens (MàJ. Il renonce à sa candidature)
 https://t.co/60iF3IVF7g https://t.co/PWFGzX6opQ",Fdesouche.com est une revue de presse
39969,"Les mutuelles prennent parti... contre Bardella ! Elles préféraient Pétain… - Par Samuel Martin
#mutuelles #LegislativesAnticipées
Et si, très simplement, l'on renvoyait les mutuelles à leur passé pétainiste ? 
https://t.co/HypjDOLR3T",Boulevard Voltaire
36886,"Vous avez manqué #SudRadioMedia ? Retrouvez le passage de Joëlle Goron avec Valérie Expert et Gilles Ganzmann

Le replay : https://t.co/U24DZmG4Vj https://t.co/fFhkwATB63",Sud Radio
14733,"📺 Ce soir, soutenons @J_Bardella 🇫🇷 pour son débat face à Valérie #Hayer sur #BFMTV à partir de 21 heures. #DébatBFMTV #VivementLe9Juin https://t.co/sZno62FbyN",Hélène Laporte
41259,"29-30 juin 2024 : Journées nationales des Sauveteurs en Mer, rendez-vous partout en France !
https://t.co/5hyaNBsvJ6",Breizh-Info
22942,"La ""dépsychiatrisation"" est une de leurs revendications.
Quelque chose me dit que ça va prendre un peu de temps.
#Transmania",Laurent Obertone
40298,"[ANIMAUX] Européennes : le Parti animaliste reçoit le soutien de Brigitte Bardot - Par Samuel Martin
#Animaux #électionsmunicipalesParis
Bien intentionné en apparence, le Parti animaliste vit dans un monde protégé sans immigration ni insécurité.
https://t.co/98ASxHNzge",Boulevard Voltaire
10724,"Autre révélation dans l’enquête que vient de sortir l’Express : « Autour du président s’agiterait une cour incapable de le pondérer, ""un cirque"" même ; pire, Emmanuel #Macron manquerait parfois de rationalité » !
(cf : https://t.co/D0jwsKcYeL)

Manquer de rationalité : autrement… https://t.co/VljKjv1wI8",Florian Philippot
10168,"Il faut montrer à #Attal qu’il existe une vraie opposition souverainiste et patriote en France qui a du répondant, qu’il y un vrai projet politique de rupture, loin de la connivence euromondialiste à vomir du néo-RN !

Les macronistes triomphent grâce à la nullité et la trahison… https://t.co/FhZZu8Q5l8",Florian Philippot
14527,"🔴 Les socialistes se sont alliés avec des islamistes lors de cette #Législatives2024. Enième exemple de propos tenus par Amel Bentounsi, candidate du #FrontPopulaire qui font froid dans le dos : « On ne peut pas en vouloir à un croyant d’être homophobe si sa religion l’est »… https://t.co/UoeptogWk3",Hélène Laporte
36539,"Interdiction des expulsions locatives pour impayés : ""Cette mesure du Front Populaire est insupportable ! C'est du jamais-vu ! Il faut arrêter avec ces mesures déconnectées de la réalité"" dénonce alerte Loïc Cantin @presidentfnaim (@FNAIM) #GrandMatin 

https://t.co/c395LZeOHG https://t.co/ZJCFcrsz46",Sud Radio
10456,"Le #Pfizergate et la grande avancée judiciaire du jour : la convocation des parties plaignantes et d’#Ursula Von der Leyen le 17 mai devant le tribunal belge ! 

Résumé vidéo en 1min30 ! ⤵️

Stop à la corruption, stop à l’UE, #FrexitVite !

Diffusez svp ! https://t.co/WlMcmiDk6z",Florian Philippot
40339,"France Inter : Marion Maréchal ne fait qu’une bouchée de Sonia Devillers - Par Jean Kast
#MarionMaréchal #FranceInter
Vous reprendrez bien un peu de propagande ? Tous les jours, à l’heure du petit déjeuner, la matinale de France Inter propose la même fo...
https://t.co/8N2PlEtI2D",Boulevard Voltaire
26010,"Les promoteurs de l’Union européenne, avec à leur tête le duo Macron / von der Leyen, ne sont jamais repus et veulent désormais entrainer notre continent dans une quasi-fusion européenne, une marche forcée vers un super-État européen centralisé.  #VIVA24 https://t.co/20w0oyaA3k",Marine Le Pen
14974,"🎥 À Paris, un discours prônant la défense des agriculteurs et de la souveraineté alimentaire. À Bruxelles, un discours libre-échangiste et mondialiste. J’interrogeais Gabriel Attal sur le double langage du gouvernement au sujet de sa politique agricole. #QAG ⤵️ https://t.co/zc6sm9xYxA",Hélène Laporte
37536,"Marine Le Pen, Matteo Salvini et leurs alliés se réunissent à Bruxelles pour évaluer les résultats des récentes élections européennes
https://t.co/vvzjmVYpsW",TVL
14000,🏅 https://t.co/9N9ud4S95q,Greg Toussaint🏅
27261,"A moins de 100 jours de #JO2024 à Paris, il va falloir faire mieux que l'ouverture des JO de Londres. Fastoche 😂😂😂. La Reine sautait en parachute. Macron va sauter dans la Seine !  James Bond and The Queen London 2012 Performance https://t.co/Itb550N60A via @YouTube",Martial Bild
9436,"Créée par des membres de la Convention citoyenne opposés à la légalisation de l’euthanasie, l’association « Faim 2 Vie » a tracté les 22, 23 et 24 mars dans une centaine de lieux en France. Les explications de son président, Volcy Gaspard.
https://t.co/uxu07uiG0q",Famille Chrétienne
28295,"Le magnifique domaine Braud et Quennesson a déjà remporté de belles distinctions pour ses rhums agricoles. Une jeune distillerie prometteuse qui propose des rhums subtils et de grande qualité : la Martinique ne manque pas de talents !

#VotezMarion https://t.co/gohZzHtMSE",Nicolas Bay
16395,Comment prendre des vessies pour des lanternes.,Ivan Rioufol ن
11443,"Palma de Majorque (Espagne) : après quelques jours de mobilisation, les habitants du quartier cosmopolite Son Gotleu ont réussi à expulser les migrants Algériens problématiques, les habitants du quartier dans lequel ils se sont réfugiés inquiets (MàJ)
 https://t.co/2UZW5O4h0u https://t.co/U068bEMHsM",Fdesouche.com est une revue de presse
5956,"Some individuals are illegaly selling fake Transmania books with nothing inside... Just notebooks. 100 % fraud considering the brand belongs to us.

The level of harassment from the transgender activists is utterly unbelievable. https://t.co/BFh8Cg1N1p",Dora Moutot
41304,"Il sera intéressant de comparer la place qu’occupent les gauchistes dans les médias, dans la vie publique, culturelle, politique, associative, avec leur score électoral aux Européennes . Pour se rendre compte une fois de plus que l’argent public est constamment détourné par une…",Breizh-Info
34032,"Pour Davos, la davocratie et le remplacisme global, Macron, Mélenchon, c’est du pareil au même. La seule chose qui compte est que les individus, sous prétexte d’égalité et d’antiracisme, soient dépossédés de tous leurs appartenances, de race, de sexe, de culture, etc., et https://t.co/mWu0QPv6Rn",Renaud Camus
2342,"Après le bombardement aérien de dimanche sur Rafah, rarement Israël n’aura été autant vilipendé... @causeur https://t.co/KXrn4momVd",Causeur.fr
661,"«Disparaître ou lutter les armes à la main, les Israéliens ont-ils un autre choix ?» Entretien avec le toujours courageux et profond Georges Bensoussan. 
https://t.co/mAQvDcfaTL",Alexandre Devecchio
40370,"L'action de l'agence Frontex minée par les « droits fondamentaux » - Par @JulienTellier__
#Frontex #FabriceLeggeri
Sûrement traumatisée par les accusations de mauvais traitements qu'elle a subies, Frontex semble devenue bien frileuse.
https://t.co/7y3ZUK6tCm",Boulevard Voltaire
16385,"Ceux qui assurent qu'#Israel pratique l'#apartheid voient-ils ce que  montre, dans cet hommage à #Hitler, cette rue de #Gaza ? #Antisemitisme",Ivan Rioufol ن
14688,"🎥 Incapable de protéger nos productions nationales face aux accords de libre-échange, de revenir sur les surtranspositions et d’alléger la fiscalité agricole, le gouvernement a présenté un texte qui n’améliorera en rien la situation de nos agriculteurs français. #DirectAN ⤵️ https://t.co/TU4HW0JyEH",Hélène Laporte
20057,"Je ne sais pas vous, mais moi j’aime beaucoup cette triforce Jordan, Marion, Ciotti.",Julien Rochedy
41536,Le Québec souffre d’obésité bureaucratique morbide. Ma chonique du JdM. https://t.co/7T4n5q3677,Mathieu Bock-Côté
9186,"Autrice jeunesse et mère de famille nombreuse, Karine-Marie Amiot raconte à FC ce que l'expérience d'une maternité généreuse a changé à sa vie et comment elle s'y livre tout entière.
https://t.co/Sa8OEPn0Q2",Famille Chrétienne
9753,"Trois anciens collègues du colonel de gendarmerie tué dans l’attentat de Trèbes ont témoigné, mardi devant la Cour d’Assises, du choix « hors protocole » d’Arnaud Beltrame de s’échanger avec une otage.
https://t.co/nlX1XQ7WGb",Famille Chrétienne
19700,"🏛️ Le cauchemar est réel : certains veulent légaliser l’#euthanasie pour les adolescents lors de l’examen du projet de loi sur la #FinDeVie à l’@AssembleeNat. Avec mes collègues du @groupern, je suis résolument opposé à cette dérive terrible. https://t.co/M3vZ8BGVxE",Julien ODOUL
24933,"🔥🤪Baptiste, le « pas net » porteur de la flamme olympique : la dernière trouvaille absurde des organisateurs des JO
https://t.co/JL9RlL1urY

Quand le buzz prend le pas sur le sérieux... Et on en est qu'aux préparatifs ! 
#SouthPark #JO2024 #baptiste https://t.co/VP8eL0BjHn",Le Média en 4-4-2
14781,"Le 15 avril 2019, #NotreDameDeParis était dévastée par un incendie. Cinq ans après, les travaux pour sa réhabilitation sont sur le point d’être achevés. 🙏🏻 Un immense MERCI aux personnes qui restaurent notre joyau national ! https://t.co/BMksP1K6Px",Hélène Laporte
42224,"Nous avons reçu @PatrickMbeko au @Cercle_Aristote : Les #crimes couverts par l’#occident au #congo 

@duboiris 

https://t.co/OgUldnlP7J",PierreYves Rougeyron
21300,"Tous les matins quand je me lève, je regarde si nous avons des nouvelles de #Kfir, d'Ariel et de leur mère. J'ai été bouleversé par cette image qui me hante au quotidien. Cette image est incontestablement l'un des symboles du 7 octobre. Je n'arrive même pas à trouver les mots. https://t.co/MTChBddWux",Kevin Bossuet
30955,"#CeJourLà / Le 17 février 1673, #Molière décède. 
J’ai souhaité vous parler de celui que Louis XIV considérait comme un législateur : pour corriger les mœurs, un seul vers de Molière valait plus que dix édits de Colbert !

🔴Voir l'émission complète : https://t.co/woH09vPnkF https://t.co/bVj1CzuHvp",Philippe de Villiers
25994,"François-Xavier Bellamy est un hypocrite.

C'est son mouvement qui a signé les accords de Nouméa.

C'est son mouvement qui a gelé le corps électoral.

C'est lui qui a soutenu M. Frogier qui est pour la partition de la Nouvelle-Calédonie. https://t.co/LVotESMHpE",Marine Le Pen
10206,"Où est l’invasion de sauterelles qui devait submerger le Royaume-Uni post-#Brexit et faire couler la City ?? Diffusons partout tout ça :
➡️ « Brexit : la City a retrouvé son attractivité auprès des investisseurs étrangers !

Selon le baromètre annuel d'EY, la place financière… https://t.co/g5TtPkNwir",Florian Philippot
33108,"📢 Il y a 5 ans, la cathédrale #NotreDamedeParis brûlait. 
Nous rendons hommage aux @PompiersParis qui l'ont courageusement sauvée des flammes, ainsi qu'aux talentueuses personnes qui œuvrent à sa reconstruction. 
Hâte d'en savoir plus sur l'origine de ce désastre...

- Merci à https://t.co/bNMWTL9xDu",Radio Courtoisie
33126,"Ecoutez et partagez gratuitement cette émission : “La Suisse : Un exemple pour la France ? Chronique des mots à tiroirs”

https://t.co/y7xRpRsq3c https://t.co/Qw4ppVOhza",Radio Courtoisie
28099,"""J'espère que t'as peur d'la mort vue que tu fais la tueuse sur les RS tu verra""

Apprends à rédiger tes menaces de mort en français, crétin. https://t.co/i6gj8i488q",Maud Koffler
31046,"Comme chaque vendredi, je vous donne rendez-vous à 19h, sur @CNEWS ! 
#FaceAPhilippeDeVilliers #FADV 

🔴Me suivre sur : 
▶️Facebook : https://t.co/oSUlh7pYTm
▶️Telegram : https://t.co/7iwxYJZXRO
▶️YouTube : https://t.co/4nynN08UbW https://t.co/Hn48jnRoUG",Philippe de Villiers
6582,"👩‍⚕️👨‍⚕️ Jeudi 30 mai 2024 : soutien aux pharmaciens qui manifestent.

👉🏻 Mes propos à la tribune de l’Assemblée Nationale: https://t.co/swO7T6IA81 https://t.co/Dkp2ZXef7e",Edwige Diaz Ⓜ️
39303,"Évry, c'est des immeubles étranges en bas desquels ça deale jour et nuit. La France d'aujourd'hui.

https://t.co/h4JXAjGQuC",Vincent Lapierre
11824,"Emmanuel Macron dit que le RN pourrait bloquer l’Europe : il ment aux Français. Le RN restera minoritaire.

Ce qui bloque l’Europe, c’est le bilan de la gauche soutenue par ses élus. Et ce qui la relèvera, c’est notre famille politique qui se reconstruit partout sur le continent. https://t.co/kstLC902ns",Fx Bellamy
18961,"Élections européennes : suivez en direct mon débat face au Premier ministre, Gabriel Attal. #Levenement https://t.co/3KcFdGMboL",Jordan Bardella
13980,On a supprimé des espèces moins menaçantes physiquement... faudrait y songer🏅,Greg Toussaint🏅
33414,"🔴 Mélenchon et ses amis veulent désarmer notre police !

Face à ceux qui sont prêts à mettre en danger les Français à des fins idéologiques, les 30 juin et 7 juillet, votez pour les candidats de l’ordre, votez RN et soutenez nos policiers et gendarmes !

#BardellaPremierMinistre https://t.co/AYtRxJdP4l",Rassemblement National
19061,"Je me réjouis que @GabrielAttal ait accepté cette confrontation démocratique. Je la souhaite de haute tenue, projet contre projet.

Il est sain que le Premier ministre engage sa responsabilité politique et personnelle dans la campagne de sa majorité.",Jordan Bardella
9564,"Les moines de l’abbaye trappiste d’Oelenberg, en Alsace, ont quitté leur abbaye pour trois mois de retraite afin de statuer sur l’avenir de leur communauté. Explications.
https://t.co/PFWy0ebxqC",Famille Chrétienne
21401,Retrouvez-moi ce mercredi 8 novembre sur @CNEWS de 12h00 à 14h00 pour commenter l'actualité autour de @SoMabrouk et de ses autres invités. #MidiNews https://t.co/f0r1t04B4q,Kevin Bossuet
26976,"Ah, enfin un militant d’extrême-droite pour représenter les Français de souche dans les agressions au couteau ! La gauche va nous ressortir cette affaire pendant des années (on aimerait bien faire de même mais avec 120 agressions par jour on s’y paume).",MARSAULT
38105,🇸🇰 La page Facebook de Robert Fico indique qu'il a été « touché à plusieurs reprises » et que son pronostic vital est engagé. Il a été transféré par hélicoptère à Banská Bystrica afin d'être opéré d'urgence. « Les prochaines heures seront cruciales » peut-on lire également. https://t.co/x1dUUh4yGD,TVL
12868,"Macron n'est vraiment pas sympa d'avoir nommé Attal 1er Ministre.
Gabriel lui voulait être tête de liste aux européennes.
Résultat il parle et débat tout le temps à la place de Valérie Ailleurs

Et en plus, Attal va devoir démissionner après l'échec de la liste Macron.
Pas cool. https://t.co/nP5H4PL4ZM",Georges Kuzmanovic 🇨🇵
18856,"Je suis dans le Var pour appeler les Français à la mobilisation, et pour m'adresser aux électeurs de droite aujourd'hui orphelins.

Il faut faire le rassemblement contre Emmanuel Macron, contre sa politique d'immigration et la hausse des factures d'énergie. #VivementLe9Juin https://t.co/z9kxI3767c",Jordan Bardella
15066,✍🏼 L’imposition dégressive de la #TaxeFoncière pose un problème évident d'égalité devant l'impôt et va à l'encontre de l'objectif de défense économique des classes moyennes. J’interroge donc @BrunoLeMaire sur le calcul de cette taxe. ⤵️ https://t.co/qQfJU5yXR1,Hélène Laporte
34803,"Veuillez pardonner mon absence prolongée mais j'avais acheté un Steam deck. 
Et ce Steam Deck, contrairement à Twitter, ne me menaçait ni de me casser la gueule ni de m'envoyer en prison.",Sardine Ruisseau 🇸🇪 (parodie)
32637,"🇫🇷 Rouen. Un homme de 63 ans interpellé pour avoir poignardé sa femme, la victime dans un état grave

https://t.co/BKL3xW4cbD",Police & Réalités
12082,Cette pancarte de la honte devrait discréditer définitivement tous les élus et candidats qui participent à cette manif.,Gabrielle Cluzel
22160,"Dimanche, votez Bardella.
Dimanche, faites voter Bardella. https://t.co/baenypBqrd",Laure Lavalette
23587,Paris Match : 75 ans de passions françaises https://t.co/uHDGHOTl1T,Le JDD
36053,"Après la kermesse de l’école Breuval, le marché aux puces du quartier sainte Barbe, un barbecue entre amis avant d’aller célébrer trois mariages dans notre belle mairie ! Merci aux couturières du cœur pour ce beau tablier 😉 https://t.co/7J8MVqXFxl",Steeve Briois
2302,"Sur l’Europe, Jordan Bardella et Marine Le Pen se partagent les rôles Porte de Versailles @causeur https://t.co/pUuZ3NiahQ",Causeur.fr
26221,"Par l’intermédiaire d’une politique démographique de submersion migratoire, les Comores veulent récupérer Mayotte.

Nous devons prendre des mesures pour contraindre ce pays d’arrêter de nous envoyer des clandestins. https://t.co/00Vbm1lcpX",Marine Le Pen
26699,"Nous sommes passés des JO aux J-wokes !

#LevenementDuDimanche #VotezMarion https://t.co/ssX6sdWe36",Marion Maréchal
14703,"🔴Cette dame de 73 ans est obligée de retravailler, elle sera expulsée de son domicile en juin après avoir changé 6 fois de domicile en 4 mois. Pour rappel, par exemple, le coût de l’#AME s’élève à 1,2 milliard € par an. Quand le gouvernement fera-t-il des Français sa priorité ? https://t.co/CoLmEuKddn",Hélène Laporte
25744,"""Ils n'existent qu'en fonction du groupe, et ça c'est très grave.""

Quand c'est Alexandra, personne intersexe, qui remet la communauté transgenriste à sa place.

L'entretien complet ici ➡️ https://t.co/rWX5ODeq4E @Femelliste_TV https://t.co/1Vn5XDi9Uj",Marguerite Stern
23200,"Pendant ce temps, Libération ⬇️",Laurent Obertone
12799,"C'est grotesque !
Le ""Front Populaire"" investit Aurélien Rousseau, celui qui a défendu la réforme des retraites de Macron.
Et maintenant il veut être élu pour l’abroger !

""Moi je ne fais qu'un seul geste, je retourne ma veste, toujours du bon coté""",Georges Kuzmanovic 🇨🇵
31320,"Ursula von der Leyen finit la campagne aux côtés de la CDU/CSU, parti allemand totalement majoritaire au sein du groupe PPE. Les LR vont encore nous expliquer qu’ils n’ont rien à voir ?",Philippe Vardon
25214,"Madame la Ministre @auroreberge, il n’est plus temps de faire des rapports. Les associations qui défendent la famille ont de nombreuses idées et propositions.
Et si vous répondiez enfin à notre demande d'entretien !?",Le Syndicat de la Famille
39487,"RAPPEL 🚨

Dans 30mn exactement débutera mon tout premier live, où je recevrai un invité spécial pour parler entre autres choses d’hypergamie, de solitude, de séduction…

Ce live ne sera PAS rediffusé sur ma chaîne. Ne le manquez pas !

À suivre sur TikTok, Twitter,YouTube https://t.co/e69tsOQKTO",Thaïs d’Escufon
28149,"Il y a trois ans, la santé était au centre des préoccupations. Celui qui ne prenait pas soin de lui était un terroriste en puissance. On nous agonisait de propagandes hygiénistes, les chaînes d'informations dégobillaient des litres de théories contradictoires et de conseils de",Maud Koffler
9426,"Le Père Daniel-Ange redit l’actualité de ce mystère dont les croyants peinent à comprendre la portée.
https://t.co/d0Q4YhPBI8",Famille Chrétienne
14806,"🍎🍐 Aujourd’hui aux Vergers de Mataly à #LaffiteSurLot, pour échanger avec Daniel Sauvaitre, Directeur de l’Association nationale Pommes Poires et Gaël Antoine, arboriculteur et dirigeant de cette exploitation qui produit 1 500 tonnes de pommes par an. https://t.co/QWWNK8VDm0",Hélène Laporte
9459,"À la sortie de la messe des Rameaux, nombreux sont ceux qui se dirigent vers le cimetière, afin de déposer sur la tombe des êtres chers un rameau de buis béni. Pourquoi cette coutume ?
https://t.co/AmM7ox52Fc",Famille Chrétienne
33452,"Il est temps de rendre leur argent aux Français !

▶️ Nous voulons exonérer de charges les hausses de salaires de 10 % !

Le 30 juin et le 7 juillet, mobilisation générale : votez pour nos candidats patriotes et républicains, votez RN ! 🇫🇷

#BardellaPremierMinistre https://t.co/LjwGDvdaAn",Rassemblement National
33131,"Ecoutez et partagez gratuitement cette émission : “La carrière d'une chanteuse de jazz ; La transition énergétique est-elle soutenable ? Une histoire à la loupe : Peugeot, de père en fils, première partie”

https://t.co/zbdp5i2vef https://t.co/A5d1GwvtFM",Radio Courtoisie
6123,"Merci à @EnoraMofficiel pour le coup de pub pour le livre et de faire la porte parole 🦜 du service public et de l’arcom … sur un ton de menace. 😱

Sorry Enora, mais le vrai féminisme c’est NOUS et les milliers de femmes avec NOUS ! ( dit avec la même panache que ce cher… https://t.co/4fsrQ2vE2w",Dora Moutot
28579,"Incroyable.
L'immigration extra-européenne a tout souillé…

Il est impensable de laisser la France devenir le tiers-monde !
Votez, diffusez vos idées auprès de vous, soutenez les créateurs qui réveillent les Français, regroupez-vous et préparez-vous au réveil français qui vient.",Nicolas Faure – Sunrise 🌅🌿
22844,"Iran : l'hélicoptère porté disparu du président Ebrahim Raïssi retrouvé ""pulvérisé"" (médias). Aucun survivant. https://t.co/rzYMTMs27R",Laurent Obertone
13791,"Bon anniversaire Israël . La majorité des français ,juifs ou non , est derrière toi . Parce que tu es démocratique. Parce que tu es en proie à la haine fanatique. Parce que tu es seul et te bats contre la multitude . Je suis fier de te défendre contre la mauvaise foi .",G-William Goldnadel
27014,« Et la fréquentation elle est pas terrible-terrible »,MARSAULT
21337,"« On assiste à la fin de cette idéologie de #gauche qui a ravagé notre société. On se rend compte que le racisme peut aussi toucher les Blancs, que le laxisme judiciaire est une gangrène et que le refus de voir les vraies causes de l'insécurité est notre tombeau !» @CNEWS #Crepol https://t.co/qrzo6i9cqS",Kevin Bossuet
14980,🎥 Les panneaux photovoltaïques ont besoin de recouvrir plus de 50 km2 pour produire en 1 an autant qu’un réacteur nucléaire dont l’emprise au sol ne dépasse pas 1 km2. Retrouvez mon intervention en commission @AN_AfEco sur les énergies renouvelables. #ENR ⤵️ https://t.co/DDeNMp2bzw,Hélène Laporte
22385,"Un plaisir de recevoir @FabriceLeggeri à Toulon. 

Cadre du ministère de l’Intérieur, directeur de Frontex : son expertise est précieuse pour Jordan Bardella.

L’occasion de revenir sur l’épisode de l’Ocean Viking et de travailler sur la sécurité dans le Var.
#VivementLe9Juin https://t.co/b2eyPsTA53",Laure Lavalette
18003,"L'exclusion de l'#Afd du groupe #ID n'a pas de causes idéologiques, c'est un juste un calcul politique : l'espoir d’accueillir le #Fidesz d'#Orban qui dépend trop économiquement des Allemands pour heurter de front la doxa de leur État profond.",Jean-Yves Le Gallou
36002,"Tondelier huée par les Français de confession juive. 

Son islamogauchisme la discrédite complètement. 

#marchecontrelantisemistisme https://t.co/t6WlMTNxF0",Steeve Briois
22848,"[RAPPEL] La Furia #10 est dans tous les kiosques. Au menu nos rubriques habituelles et la sordide affaire Montjoi. Pour contribuer à soutenir Pierre-Guillaume Mercadal, dont le cheptel a été abattu, un abonnement spécial : https://t.co/c32BsYQ05X
Bonne lecture à tous ! https://t.co/9hXZ0HtfLq",Laurent Obertone
