Text,User
"offrez-lui un bouquet de roses, elle vous friendzonera, mais disparaissez une semaine et elle vous courra après. écrivez-lui un poème enflammé et elle vous ghostera, mais soyez distant et froid et elle vous suppliera de revenir. échec et mat. :chess_pawn:",Thaïs d’Escufon
":shark: ""le nouveau film de netflix a beau être un navet, nous en conseillons tout de même le visionnage à anne hidalgo...""",Causeur.fr
"heureux de vous retrouver partout si nombreux : vous étiez plus de 600 hier à aix-les-bains… merci pour votre soutien, votre ferveur, votre engagement partout en france !",Fx Bellamy
"sans blague… parler encore pour ne rien dire, la marque de fabrique de ce gouvernement. si vous aviez réellement pris leurs attentes en considération vous auriez une autre attitude face à vos homologues européens.",Hélène Laporte
"le miscanthus… on peut se chauffer avec en faire du béton des jeans du carton et même des coques de bateaux il repousse tout seul, dépollue les nitrates des eaux et fixe également l’azote gazeux dans sa rhizosphère, enrichissant les sols… son système racinaire beaucoup…","Idriss J. Aberkane Ph.D, Ph.D & Ph.D"
antisémitisme à sciences po. antisémitisme à columbia. antisémitisme qui pousse le maire claude cohen à démissionner. l’extrême-droite ? lfislamiste non. le réveil du totalitarisme islamique qui jette ses tentacules partout. le retour des heures sombres. le retour des…,Jean MESSIHA
"apocalypse 2024? retour sur le film «le monde après nous», avec julia roberts | jdm",Mathieu Bock-Côté
"vendredi résistance sur 13/14h. a quelques jours du 6 juin et du 80eme anniversaire du débarquement, nous recevons, avec , le grand reporter annick cojean, qui publie ses entretiens bouleversants avec 18 vétérans qui racontent, heure par heure,leur d-day.",André Bercoff
"nouveauté de la propagande anti enfants des médias français : ne faites plus d’enfants, prenez un chien ! quel monde…",Jerome Riviere 🇫🇷
"visiblement, il a encore changé de dealer...",J'SUIS PAS CONTENT TV (compte promotionnel)
fortnite : de quoi parle-t-on ?,Le JDD
l’image que nous avons à l’international…,Julien Rochedy
"vincent roy, journaliste : «le masque d’emmanuel macron n’est pas tombé, il arbore toujours celui d’un homme sûr de lui», dans 180minutesinfo",CNEWS
"des gauchistes de cambridge aux talibans de kaboul, les partisans de la cause anti-occidentale saccagent notre patrimoine à tour de bras. déboulonnement de statues, destruction d’œuvres d’arts et de portraits, saccage de statues… la symbolique est forte",Jerome Riviere 🇫🇷
scandaleux. trisomie21,Gabrielle Cluzel
nice : 1 femme reçoit un coup de poing au visage en rentrant chez elle. l'agresseur lui vole montre et sac puis s'enfuit par la mer à la nage. il est interpellé à 300 mètres du rivage.,Fdesouche.com est une revue de presse
":red_circle: alerte info élections législatives : ""les ponts sont manifestement rompus avec eric zemmour"" déclare ce matin marion maréchal grandmatin",Sud Radio
propagande en ecosse. l’idéologie du genre « profondément ancrée » dans les écoles du pays,Breizh-Info
« ici c’est pas la france ! » : dégradations et drapeaux français volés dans le morbihan avant la venue d'emmanuel macron,Le JDD
étrange question de begaudeau à rougeyron. je ne vais jamais au cinéma (pas le temps) et j'aime la france. je lis peu d'auteurs contemporains (je préfère les classiques) et j'aime la france. on ne demande pas aux palestiniens ce qu'ils lisent pour soupeser leur patriotisme.,Vincent Lapierre
dieudo en tournée !,Dieudonné Officiel
"il appartient au parti de m. bardella de répondre mais cet olivierveran ne manque de culot même si on le savait depuis le covid. le clan macron auquel il appartient, ce sont 18 condamnations, 13 mises en examen , 8 ministres qui ont eu des casseroles ou ont démissionné. lynx",Martial Bild
:camera_with_flash: dans les couloirs du parlement européen.,Maud Koffler
"pendant qu'on s'inquiète de ""discrimination capillaire"", des élus veulent écarter un pompier pour délit d'opinion.",Laurent Obertone
"la nomination de gabriel attal pour remplacer pap ndiaye est la catastrophe de l'été : c'est le passage du woke au lgbt. attal est un militant, un membre éminent du groupe bilderberg partisan de la rééducation nationale. macron a rendu son devoir de vacances : changer de société.",Philippe de Villiers
"mais quel comédien :rolling_on_the_floor_laughing: ce lundi 3 juin,pour la 33ème fois les viennent de sauver le gouvernement en ne votant pas la censure. un peu comme qui pendant la campagne électorale critique von der leyen….mais a voté la confiance à la commission européenne:man_shrugging:",Thierry MARIANI
interview carpette de la melenchonnette par l’odieux visuel public.le journaliste ne la questionne sur le hamas. il était plus critique hier vs bardella . c’est au contraire elle qui soutient meurice . l’auditrice nora lui apporte son soutien. la soumise aux insoumis,G-William Goldnadel
"françoise hardy, icône de la chanson française est partie ce soir. plusieurs générations ont été touchées par sa voix mélancolique et la poésie de ses textes. toutes mes condoléances à sa famille.",Marine Le Pen
":red_circle: cette semaine dans votre numéro de famille chrétienne : :backhand_index_pointing_right: en couv’ : a lille, la nouvelle génération catho :backhand_index_pointing_right: soins palliatifs : ils sont incompatibles avec l’euthanasie :backhand_index_pointing_right: parcours alpha : « pas mieux pour évangéliser ! » :backhand_index_pointing_right: famille : accueillir un gendre ou une belle-fille",Famille Chrétienne
"le dimanche 12 mai prochain à 23h15, c8 diffusera un doc inédit intitulé “famille monoparentales: leur combat au quotidien” avec christine kelly à la présentation. – ""médias infos""",Christine KELLY
"face à l'islamisme, le pacifisme est une lâcheté française",Ivan Rioufol ن
"après un an d'étude de la situation en france, mais tirant aussi les leçons de l'expérience de pays voisins comme l'angleterre, les sénateurs déposent une proposition de loi pour interdire la transition médicale des mineurs.",Le Syndicat de la Famille
:european_union::television::ballot_box_with_ballot:suivez le vote des députés sur le règlement qui concerne les substances d'origine humaine à partir de 12h ! :down_arrow::down_arrow:,Le Syndicat de la Famille
"quand les émeutiers des cités profanent le drapeau national et le mémorial de la déportation, quand ils brûlent des écoles et interdisent leur territoire (""on est chez nous!"") aux journalistes et aux observateurs extérieurs, c'est la france honnie qu'ils attaquent. nanterre",Ivan Rioufol ن
":studio_microphone::red_circle: ce soir, à partir de 18h, écoutez en direct le ""libre journal de la résistance française"", émission dirigée par bernard antony. :speaking_head: ""nouvelles de la réplique"" sur &gt; en première partie nous receverons billon ung boun-hor, hortense sauveur, didier",Radio Courtoisie
":warning: le chiffre de la semaine :warning: depuis hier, emmanuel macron, gabriel attal et les macronistes dansent le menuet autour d’un chiffre : 5,8%. un chiffre qu’ils brandissent dès potron-jacquet dans une forme d’ananogie abstergeante, pour les mêmes lovelaces qui, d’usage,…",Jean MESSIHA
je suis perplexe devant un tel propos... via,Mathieu Bock-Côté
"« je ne suis pas là pour dire à l'entreprise ce qu'elle doit faire » dit thierry breton, lui qui veut soumettre twitter aux législations de censure de l’ue sous peine de l’interdire…",Jerome Riviere 🇫🇷
"avec 3100 milliards de dette la france ne peut plus se permettre d’accueillir , d’héberger, de loger, de soigner , d’assister, de scolariser, 500000 étrangers supplémentaires chaque année. l’immigration zéro est aussi une exigence budgétaire.",Jean-Yves Le Gallou
"bouleversé. michèle rivasi, fut plusieurs années ma collègue au parlement européen : très grande dame, véritable écologiste, conservatrice de la nature. je l’ai félicitée voici 2 ans pour le courage avec lequel elle démontait l’opération covid. je ne croyais pas si bien dire.",Paul-Marie Coûteaux
"nous sommes les seuls à véritablement défendre la devise de l’union européenne « unis dans la diversité », car pour les forces politiques menées par macron et von der leyen, nous sommes passés à « soumis dans l’uniformité » ! viva24",Marine Le Pen
"en restant dans l’unioneuropéenne ? on connaît la chanson, tsipras a déjà essayé. pour un résultat qu’on connaît. dans l’unioneuropéenne, il n’y a qu’une seule politique possible, celle de macron, qui est celle de la commission européenne.",Cercle Aristote
pourquoi le carême dure-t-il 40 jours tout en s'étendant sur une période plus longue ? une question de premier ordre à laquelle fc vous apporte réponse.,Famille Chrétienne
oncle joe gaffe à nouveau. le japon et l’inde rejettent les propos de biden selon lesquels ils sont xénophobes:,Mathieu Bock-Côté
"violeurs étrangers : la gauche nie la réalité - par jean kast viol à l'extrême gauche, le réel a du mal à passer.",Boulevard Voltaire
":orange_circle: lesvraiesvoix citoyennes et la pêche illégale :studio_microphone:avec lamya essemlali, présidente de sea shepherd france, fanny le menn, présidente de power dog, james lefort, séverine et franck cousin :mantelpiece_clock: rdv à 19h sur sudradio :keyboard:",Sud Radio
retrouvez-moi ce mercredi 29 novembre sur de 12h00 à 14h00 pour commenter l'actualité autour de et de ses autres invités. midinews,Kevin Bossuet
exactly my feeling,Renaud Camus
il est trop fort,PenoLaCuenta
"alors que se profile le trentenaire de sa mort, jacques ellul, historien du droit et théologien, revient peu à peu à la lumière, tant ses analyses politiques et spirituelles semblent se vérifier.",Famille Chrétienne
"macron paie sa morgue. son travers est mimétiquement porté par son clan. la macronie est la caricature d’une classe sociale déracinée, à l’aise dans la mondialisation pour les riches. la réconciliation entre macron et la france profonde n’aura pas lieu.",Ivan Rioufol ن
":movie_camera: ph. béchade : « m. le maire a-t-il contribué à vaincre l'inflation ? la réunion de la bce du 6 juin nous apprend que non, l'inflation n'est pas vaincue. la bce revoit à la hausse ses estimations pour 2024 et 2025. » les affranchis à retrouver sur tvl:red_triangle_pointed_down:",TVL
"« face aux agriculteurs, gabriel attal n'a annoncé que des mesurettes. il refuse de remettre en cause le dogme européiste qui est l'adn de renaissance. il n'a par exemple pas parlé de l'adhésion de l'ukraine à l'union européenne ou du rôle néfaste de la commission européenne !»",Kevin Bossuet
elle balance ! terrible interview de la médiatrice européenne emily o’reily dans un nouveau documentaire accablant d’arte sur les sms d’ursula von der leyen avec le pdg de pfizer ! (cf vidéo :right_arrow_curving_down:) « on a complément ignoré nos demandes. on ne nous avait jamais refusé de…,Florian Philippot
"la face cachée du débarquement : françois asselineau dévoile les dessous de l’opération et les intentions réelles des alliés conteste la vision de la libération de la france par les états-unis, évoquant une réécriture de l'histoire et une",Le Média en 4-4-2
"la terreur metoo se fracasse sur le roc polanski. charlotte lewis, qui l’a accusé de viol sans preuve et sans procès, trouvait intolérable qu’il la traite de menteuse. le tribunal a jugé que polanski avait le droit de se défendre et reconnu qu’elle avait « participé à la vindicte…",Elisabeth Lévy
"sandrine rousseau remet eric ciotti à sa place ! : ""'honte à vous', c'est exactement ce qu'a dit sandrine rousseau, sans laquelle notre radio ne pourrait pas exister ! elle a été à l'attaque ! ça fait partie du climat post-électoral !"" :laptop:",Sud Radio
"le tour de table de : le salmigondis anti rn: sportifs, mbappé, thuram, marion cotillard, noah. contre productif ?",Sud Radio
la police ouvre le feu sur une femme intégralement voilée menaçant de tout faire péter : on attend évidemment la réaction de jean-luc mélenchon et de ses sbires. langue de bois ou langue de pute ?,Maud Koffler
"interview indigeste d'océan qui voit la grossesse comme un ""geste politique"". le réalisateur n'a manifestement pas compris qu'un enfant est un être à part entière ainsi que l'engagement d'une vie entière pour ses parents ?",Le Syndicat de la Famille
«l’audiovisuel public piqué au vif d’être épinglé dans le fig mag» la radio publique gauchisante considère comme un crime de lèse-majesté qu’un rapport puisse montrer comment elle foule aux pieds son devoir de pluralité. mon article dans le,G-William Goldnadel
"ce mercredi : l’ue ouvre une procédure contre la france qui vous nous amener à lui payer « 2,5 milliards d’euros d’amende » !:right_arrow_curving_down: « la commission européenne va ouvrir mercredi la voie à des procédures disciplinaires pour déficits publics excessifs contre une dizaine de pays de…",Florian Philippot
":red_circle: cinéma : « la petite vadrouille », « excursion »… les sorties sur vos écrans :movie_camera: bruno podalydès met en scène une sympathique bande de gagne-petit dans la petite vadrouille, une comédie bienveillante mais un peu anodine. :black_nib:",Valeurs actuelles ن
"« l’humilité est la porte d’entrée de toutes les vertus », a affirmé le pape françois lors de l’audience générale qu’il a présidée place saint-pierre ce 22 mai 2024.",Famille Chrétienne
parc éolien en mer de saint-brieuc : aucune réduction de la facture pour les habitants de bretagne,Breizh-Info
"eric ciotti : «je suis convaincu que nous pouvons apporter cette nouvelle espérance avec les députés républicains qui seront alliés aux députés du rn», dans facealinfo",CNEWS
"si elle se permet de vous manquer gravement de respect, c’est qu’elle ne vous voit pas comme sa meilleure option. elle pense qu’elle peut se permettre de vous perdre. si elle dépasse les bornes : faites-lui regretter son comportement en partant sans vous retourner. :waving_hand_light_skin_tone:",Thaïs d’Escufon
:clapper_board:fin de campagne des européennes2024 :folded_hands:bravo aux militants pour leur engagement sans faille ! :ballot_box_with_ballot:merci aux électeurs du qui vont se mobiliser dimanche ! :clapping_hands_light_skin_tone:félicitations à pour la qualité de sa campagne ! vivementle9juin ! dimanchejevotebardella !,Edwige Diaz Ⓜ️
c’est encore pire que cela. renseignez vous...,Paul-Marie Coûteaux
j’ai ri :face_with_tears_of_joy: il arrive parfois aux transgenristes d’être assez golri,Dora Moutot
"au delà de toutes les agitations en france, macron va rencontrer celle qui a réellement le pouvoir. l’annonce de la dissolution dimanche a fait disparaître cette donnée : on peut s’agiter à paris, mais le pouvoir est ailleurs.",Cercle Aristote
"l’ancien procureur de la république de paris publie ses mémoires « au nom du peuple français ». la réforme de la justice, les attentats terroristes, sa foi... il se livre sur ses quarante-six années de carrière.",Famille Chrétienne
"autriche : un policier de 24 ans poignardé par un migrant jordanien, qui a indiqué ""vouloir être abattu par la police"". il a été maîtrisé au taser. la lame aurait été déviée par le pare-balle, et le policier seulement ""légèrement blessé"" (bild).",Laurent Obertone
suivez en direct le meeting du rassemblement national depuis saint-avold (57) pour les élections européennes.,Jordan Bardella
":red_circle: dissolution de l’assemblée : sébastien chenu appelle des personnalités issues « de la gauche, de lr ou de reconquête » à se joindre au rn :right_arrow_curving_down:",Valeurs actuelles ن
"pour la gauche et l'extrême-gauche, après la mort de matisse comme après le drame de crépol, la même stratégie est à l’œuvre : taire un drame, en faire un « fait divers » pouvant être nié pour continuer à favoriser l’immigration et le remplacement.",Jean MESSIHA
"«de george washington à donald trump, l’éternel retour de l’isolationnisme». a lire dans sous la plume de ...",Alexandre Devecchio
gaza : israël assure avoir éliminé 17 terroristes en attaquant une école de l’onu,Le JDD
"en grèce, on est très loin d'aya nakamura et du débile léger qui avait mis le feu à sa chambre…",Nicolas Faure – Sunrise 🌅🌿
"très heureux d’inaugurer ce soir ce nouveau marché de noël en présence de . cette année encore, les services de la ville comme les commerçants locaux se sont fortement mobilisés afin de proposer à tous un moment magique et inoubliable !",Steeve Briois
"le 25 décembre 1914, les soldats français, basés autour de la ville belge d’ypres, entendent le chant ""stille nacht"" venir des positions ennemies. en sortant la tête de la tranchée, ils découvrent des sapins de noël placés le long des lignes allemandes. ils enjambent les barbelés",Philippe de Villiers
"vu d'ici, ça ressemble à barbès tous les autres jours",Laurent Obertone
":magnifying_glass_tilted_right: alors que 63% des français sont prêts à consommer :france: dans le but de soutenir leurs producteurs locaux, nous proposons de renforcer les normes d’étiquetages permettant une transparence totale sur le lieu d’origine du produit et des étapes de sa transformation. directan",Hélène Laporte
le seul public encore capable de l'écouter.,Gilbert Collard
"vision d'angoisse : étretat désormais cernée d'éoliennes la france massacrée au nom d’une idéologie mortifère et fondée sur un mensonge, la france se couvre d’éoliennes, détruisant son patrimoine et défigurant ses paysages. égalité et réconciliation",Dimitri Korias
"messe : l'homélie doit être brève sinon «les gens s’endorment», rappelle le pape françois",CNEWS
j’apporte mon soutien sans réserve à steeve briois. ce procès et ces réquisitions sont une très grave atteinte aux libertés politiques. cela revient à interdire à un élu de défendre ses idées et de plaider pour que la loi change. cette atteinte aux libertés m’apparaît intolérable,Marine Le Pen
"après les sapins de noël, les écolos continuent leur croisade, cette fois contre les fêtes médiévales ! paz veut mettre fin aux exhibitions de faucons et rapaces, mais les traditions et la sensibilisation à la nature doivent perdurer. ne laissons pas les écologistes dicter nos…",Jerome Riviere 🇫🇷
"rdv dès 8h10 pour lagrandeitw sur et les propos du président e. macron sur l’hypothèse de troupes occidentales au sol en ukraine ont eu l’effet d’une déflagration, on en parle avec alainbauer",Mabrouk Sonia
"énorme provocation de l’algérie envers la france. il faut couper toutes les aides, y compris au niveau de l’ue, et rappeler le corps diplomatique. que l’algérie commence par récupérer ses ressortissants illégalement présents en france.",Jerome Riviere 🇫🇷
un énorme merci :folded_hands::smiling_face_with_halo: midinews,Mabrouk Sonia
hélas vrai ….et chaque jour la situation devient pire . il reste encore 2 mois avant l’ouverture des jo et tout cela commence à devenir problématique pour les parisiens.,Thierry MARIANI
":red_circle: lfi veut le chaos ! :film_projector:chers amis et chers ennemis, retrouvez ""quelle semaine"" sur youtube :down_arrow::down_arrow::down_arrow:",Gilbert Collard
"les transgenristes disent qu’être une femme est un genre et un sentiment. selon cette logique, il faudrait aussi rebaptiser le sexisme « genrisme », et l’homosexualité « homogenréité ».",Marguerite Stern
au ce soir et tous les autres soirs à la télé,PierreYves Rougeyron
"philippe david : «il n'y a plus de place aujourd'hui pour un parti comme les républicains parce que le centre-droit européen mondialiste est squeezé par renaissance», dans midinewswe",CNEWS
bac 2024 : quand les épreuves de rattrapages seront-elles organisées ?,CNEWS
"décidément, triste journée qui se termine par l’annonce du départ de françoise hardy. l’élégance faite femme. des mélodies et des paroles inoubliables. « oui on est bien peu de choses, et mon amie la rose me l’a dit ce matin… »",Bruno Retailleau
les concours de beauté sont une cible de choix de l’idéologie woke. voici pourquoi,Causeur.fr
"devançant macron (!), j’étais il y a 2 semaines en ouzbékistan, avec le cercle renaissance, créé par michel de rostolan. malgré les difficultés intérieures aujourd’hui en france, macron a raison de s’intéresser à ces pays stratégiques, dynamiques, et aux riches patrimoines.",Bruno Gollnisch
"menacer et insulter vos administrés, les asperger de bière et de farine, bafouer leurs libertés de pensée et de circulation... vous démontrez une fois de plus le sectarisme et la haine de votre idéologie. woke marseille",Le Syndicat de la Famille
"pour résumer, on peut dire que le ""vivre ensemble"" tarde à tenir ses promesses. j'ai perdu le compte des victimes, et la cohésion sociale n'est pas la dernière. mais nous devons continuer car nous sommes en démocratie et c'est ce que veut laurent fabius.",Laurent Obertone
"j'ai une crainte, c'est que que les français, et notamment nos électeurs, s'abstiennent. l'abstention, ce serait un cadeau fait à emmanuel macron, dans une élection européenne qui est aussi un référendum pour ou contre le délitement de la france. dimpol",Jordan Bardella
:france: pays d’aubagne. une femme déguisée en gendarme interpellée pour avoir détroussé des personnes âgées,Police & Réalités
"« je soutiens israël car loin de l'émotion ambiante, c'est pour moi une conviction associée à un combat de civilisation. imagine-t-on en 1944 réclamer aux alliés un cessez-le-feu face au nazisme ? non ! c'est la même chose avec israël face à l'islamisme. il faut se hisser à la",Kevin Bossuet
"ne laissons pas la clique de arriver au pouvoir et détruire la france ! mobilisons-nous contre l’extrême gauche ! votons pour notre pouvoir d’achat, notre sécurité et notre identité ! :france: legislatives2024 bardellapremierministre",Julien ODOUL
70km parcourus aujourd'hui à la recherche des paradis perdus.,Maud Koffler
"allez, il m’a convaincu. je vote macron aux prochaines élections.",Vincent Lapierre
"ces élections européennes seront un référendum pour ou contre le délitement de la france. c’est un moment d’expression démocratique à ne pas manquer. je compte la mobilisation de tous et l’énergie de chacun : votez, faites voter ! vivementle9juin cambrai",Jordan Bardella
"crepol, ou le terrorisme ethnique au nom de gaza",Ivan Rioufol ن
:red_circle: européennes : jordan bardella appelle les français à « voter contre emmanuel macron » :right_arrow_curving_down:,Valeurs actuelles ن
"avec 1 potentiel de 38 %, le rn peut parfaitement emporter la majorité législative. le cartel des gauche, s’il se reconstitue, peut paradoxalement avantager le rn en multipliant les duels rn/gauche, configuration la plus favorable pour le rn.",Jean-Yves Le Gallou
":movie_camera::keycap_4::keycap_4::keycap_2: l’histoire incroyable de saint charbel, le moine libanais vénéré par les chrétiens et les musulmans, racontée par pierre jovanovic : dans ce 3eme numéro des rdv de kate, nous parle des pouvoirs surnaturels de youssef antoun",Le Média en 4-4-2
"bonne nouvelle pour les femmes et les enfants, aux portes de la france ! tolérance zéro quand il s'agit de trafic international d'êtres humains ! les couples qui commandent des enfants par gpa asservissent des femmes.",Le Syndicat de la Famille
"aux herbiers, en vendée, des agriculteurs ont découvert dans des camions frigorifiques des cargaisons de poulets ukrainiens, des cerises turques et du coulis de tomates chinois ! ce n’est qu’un échantillon… trouvez-vous cela normal ? :red_circle:voir l'émission complète :",Philippe de Villiers
"a votre avis, quelle est la chose la plus improbable qu'aldo sterone ait faite jusqu'à présent ? répond aux questions bonus ! retrouvez son interview en :keycap_4::keycap_4::keycap_2: :",Le Média en 4-4-2
:red_circle: château de versailles : coup d'envoi des grandes eaux nocturnes dès ce samedi :right_arrow_curving_down:,Valeurs actuelles ن
"un jeune de 24 ans a été agressé lors d’un bal d’agriculteurs dans l’isère samedi dernier, près de crépol. ses agresseurs seraient venus armés depuis les quartiers voisins du lieu... et ça continue et ça va continuer !",Gilbert Collard
":red_circle: des racailles qui tabassent et tuent, des viols immondes, des actes de torture et de barbarie… ultra violence et cruauté : voilà le visage de la france ensauvagée. alors imaginez le pays dans 40 ans ! mon analyse d'actus récentes hallucinantes :",Nicolas Faure – Sunrise 🌅🌿
:books: l'entrée de sylviane agacinski à l'académie française est un moment de fierté. sa philosophie subtile et courageuse nous élève et prolonge la grandeur de la france. une lecture qui fait durer notre héritage intellectuel.,Jerome Riviere 🇫🇷
"«c’est la france qui est attaquée. le narcotrafic ne tombe pas du ciel! il faut arrêter l’immigration, c’est la première des préventions!» cnews hdpros2",G-William Goldnadel
:france: la première affiche de campagne est arrivée et prête à être collée avec les nombreux militants du de la 2e circonscription du lotetgaronne ! circo4702 législatives2024,Hélène Laporte
"l'afep, sonne l'alarme : l'europe risque un décrochage irréversible face à l'asie et l'amérique du nord. ce n’est pas faute de nous avoir fait croire que l’union fait la force et que l’ue nous apporterait la prospérité.",Jerome Riviere 🇫🇷
le premier habitat partagé pour parents isolés,Christine KELLY
éric dupond-moretti souhaite qu'un mineur commettant un “fait grave” puisse être placé en détention immédiate,Le JDD
ce racisme que l’antiracisme daltonien ne veut pas voir en blanc .,G-William Goldnadel
je viens de sortir du tribunal de liège ! parties civiles 3 - ursula 0 ! je vous raconte tout à 20h en direct ce vendredi soir sur youtube vérité leuropeçasuffit pfizergate,Florian Philippot
"grâce au conseil constitutionnel, les clandestins pourront avoir un avocat payé par le contribuable - par conseilconstitutionnel « si vous êtes agressé par un clandestin, vous paierez ainsi votre avocat et le sien. » dénonce marion maré...",Boulevard Voltaire
"mon article sur « boulevard voltaire ». une petite rétrospective, pour combler quelques trous de mémoire…",Bruno Gollnisch
":red_circle: rejoignez tout de suite le canal whatsapp de valeurs :right_arrow_curving_down: :high_voltage::magnifying_glass_tilted_right: infos va, enquêtes, ou encore vidéos va+... ne loupez rien de l'actualité de valeurs",Valeurs actuelles ن
"du 1er au 14 février, le site « 2 minutes de bonheur » propose gratuitement un challenge ludique et rapide pour entretenir la flamme. chaque jour, un défi à relever pour renforcer l’intimité amoureuse !",Famille Chrétienne
le silence de mort du monde .,G-William Goldnadel
":loudspeaker: pour les jo, 4 millions d'élèves du cp au cm2 ont reçu une pièce de 2 euros estampillée spécialement pour les jeux olympiques. soit 8 millions d’euros pour une opération de communication à destination des enfants. à cela s'ajoute l'impression des livrets (environs 3 euros le",Radio Courtoisie
"bienvenue à , policier pendant 25 ans et figure ayant inspiré ‘bac nord’, qui devient candidat rn à toulon. :france: «je souhaite apporter mon expérience dans la bataille.(…) les gouvernements qui se succèdent mais rien ne se passe.» interview :right_arrow_curving_down:",Laure Lavalette
disney veut remplacer johnny depp par elle dans pirates des caraïbes... franchement de loin ça passe :sports_medal:,Greg Toussaint🏅
"bonjour , vous avez par distraction oublié de préciser qu'il s'agit d'une conférence sur le livre transmania, en tête des ventes depuis deux semaines, et dont la mairie de paris veut interdire toute visibilité. disponible partout et sur",Laurent Obertone
"de 1991 à 2001, bernard pivot a présenté ""bouillon de culture"". chaque émission se terminait par le questionnaire de proust, revisité par ses soins. voici mes réponses... quelles sont les vôtres ? 1. votre mot préféré ? 2. le mot que vous détestez ? 3. votre drogue favorite ?",Philippe de Villiers
cette chronique explore le port du couteau en france soumis à amende suite à une nouvelle législation expérimentée dans certaines métropoles du pays. est-ce là une solution à la violence grandissante ? l'enjeu n'est-il pas du domaine de l'éducation ?,Famille Chrétienne
le doublage français appelle à l’aide ! - par eric de mascureau l’intelligence artificielle et le transhumanisme n’ont pas fini de bouleverser notre société.,Boulevard Voltaire
"marion maréchal : ""depuis 2022, il y a plus de migrants qui sont entrés en europe que d’enfants qui y sont nés""",Fdesouche.com est une revue de presse
lunaire.,Dora Moutot
"plus personne ne veut des obligations françaises, pourtant nous continuons à en émettre, qui détient le mistigri ?",Charles Gave Officiel-Institut des Libertés
"21 ans après son discours à l'onu, dominique de villepin remet ça contre l'empire c’est un très long article de géopolitique profonde que l’ancien premier ministre signe, dans le numéro du ⁩ de juin 2024. égalité et réconciliation",Dimitri Korias
":movie_camera: [les chroniques de chollet] matthieu lartot claude chollet dresse aujourd'hui le portrait de matthieu lartot, le commentateur sportif politiquement correct et anti-rn. chronique médiatique à retrouver sur tvl :red_triangle_pointed_down:",TVL
"on est prêt à aider les français, à porter au pouvoir des idées majoritaires dans le pays, mais on a besoin de leur mobilisation. le vote du 9 juin, c'est un vote pour le pouvoir d'achat, pour la sécurité, pour notre identité, pour nos agriculteurs ! vaucluse vivementle9juin",Jordan Bardella
« les français en ont ras-le-bol de cette culture de l'excuse qui fait que les délinquants ne risquent dans les faits plus grand chose dès qu'ils commettent la moindre infraction. la sécurité est pourtant un droit essentiel ! quand allons-nous le faire respecter ?»,Kevin Bossuet
":ballot_box_with_ballot: la seule manière de sanctionner le gouvernement et macron est d’aller aux urnes. le 9 juin, les français doivent se mobiliser en faveur de et du aux electionseuropéennes2024 pour préparer le changement en 2027 ! vivementle9juin",Julien ODOUL
"il serait quand même temps que les élus de droite, du centre, de la gauche en bretagne arrêtent de dire « le vote rn est un vote de colère », « on doit en tenir compte », tout en continuant de prôner les mêmes idées qui poussent les gens à voter rn. la plupart des électeurs…",Breizh-Info
":red_circle:[réseaux sociaux] - infos exclusives, reportages, articles du club va ... :right_arrow_curving_down: :bell: suivez valeurs actuelles sur instagram, twitter, facebook, telegram, linkedin et rejoignez-nous dès maintenant sur threads :mobile_phone_with_arrow:",Valeurs actuelles ن
"aujourd'hui est un jour où la nation s'unit pour rendre hommage à ceux qui lui ont rendu la liberté et qui, il faut évidemment le dire et le redire, provenaient de tous les bords politiques.",Marine Le Pen
"pour la joconde, les cretines à soupe n’ont écopé d’aucune sanction car le tableau est protégé par une glace. là, ce n’est pas le cas. que fait la police avec ces actes contre la culture, contre des biens appartenant à chaque français. jusqu’à quand vont sévir les folles des",Martial Bild
"toute retraite spirituelle est une thérapie de conversion. depuis les débuts du catholicisme, des chrétiens se retirent du monde pour se retrouver devant le seigneur afin de devenir meilleur. méconnaissance crasse &amp; procès d'intention : un condensé des procédés du lobby lgbt.",Abbé Matthieu Raffray ⚔️🙏🏻
"parce que les ""ressentis"", c'est tout de suite plus légitime quand il s'agit de celui des éco-anxieux larbins de la bourgeoisie qui se sont inscrits pour recevoir la newsletter ""tu flippes ?"" du groupe ""d'action climatique"" on est prêt:face_with_tears_of_joy:",Tatiana Ventôse
"jo : derrière le parcours de la flamme, la haine de soi dans toute sa splendeur - par sarah-louise guille jo flammeolympique a force de creuser, nous allons finir par trouver du pétrole !",Boulevard Voltaire
"votezmarion ! :clipperton_island: bravo à nos jeunes de mobilisés à la valentine autour de et :flexed_biceps: l'élection c'est dimanche, ne lâchons rien ! :oncoming_fist:",Stéphane Ravier
rdv midi midinews - menaceattentat: des lycées ciblés dans le sud de la france - poutine admet une attaque islamiste - opération placenettexxl ..même en prison! - dette notre souveraineté perdue? - ecole éducation sexuelle. quelle est la teneur des cours?,Mabrouk Sonia
":red_circle: 10 mois après le « coup de com’ » de gérald darmanin à mayotte, l’insécurité permanente oblige les mahorais à vivre comme des citoyens français de seconde zone. un témoignage ahurissant qui illustre parfaitement l’inaction de ce gouvernement. :right_arrow_curving_down:",Hélène Laporte
"""dans ces temps de tromperies universelles dire la vérité devient un acte révolutionnaire."" (extrait de 1984 d'orwell, publié en 1949) visionnaire sur le monde d'aujourd'hui : oser dire une vérité universelle -un homme est un :male_sign:, une femme est une :female_sign:- devient héroïque.",Le Syndicat de la Famille
